epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6648984551429749,3.546391010284424,0.001,0.660541832447052,3.6111364364624023
1,0.6654917001724243,3.5584793090820312,0.001,0.660541832447052,3.6111364364624023
2,0.6654917001724243,3.5584797859191895,0.001,0.660541832447052,3.6111373901367188
3,0.6654917001724243,3.5584795475006104,0.001,0.660541832447052,3.611135959625244
4,0.6654917001724243,3.5584795475006104,1.0000001e-05,0.660541832447052,3.6111373901367188
5,0.6654917001724243,3.5584800243377686,1.0000001e-05,0.660541832447052,3.6111364364624023
6,0.6654917001724243,3.558479070663452,1.0000001e-05,0.660541832447052,3.611138105392456
7,0.6654917001724243,3.5584797859191895,1.0000001e-07,0.660541832447052,3.6111373901367188
8,0.6654917001724243,3.5584793090820312,1.0000001e-07,0.660541832447052,3.611135959625244
